date,open,high,low,close,adj_close,volume,div,split
2011-01-01,44.389999,45.119999,43.000000,44.279999,30.094610,3187000,,
2011-02-01,44.730000,46.000000,44.349998,45.720001,31.073298,2120800,,
2011-03-01,45.950001,46.080002,41.400002,45.450001,30.889797,5060800,,
2011-04-01,45.599998,47.720001,44.439999,47.720001,32.432587,1510300,,
2011-05-01,47.889999,47.950001,43.939999,46.270000,31.447104,2395600,,
2011-06-01,46.110001,46.110001,42.470001,45.040001,30.611130,2838300,,
2011-07-01,44.930000,45.540001,42.790001,43.830002,30.219017,4063600,,
2011-08-01,44.360001,44.360001,36.950001,39.970001,27.557705,7102000,,
2011-09-01,39.939999,40.340000,34.099998,35.049999,24.165560,3780800,,
2011-10-01,34.790001,41.270000,33.230000,38.980000,26.875132,4456900,,
2011-11-01,37.470001,39.430000,34.549999,38.139999,26.295992,6624300,,
2011-12-01,37.950001,38.720001,35.680000,36.810001,25.379015,12872600,,
2012-01-01,37.500000,39.509998,36.540001,39.110001,27.346350,10191200,,
2012-02-01,39.650002,41.680000,39.560001,41.029999,28.688839,3627300,,
2012-03-01,41.270000,41.730000,39.439999,40.830002,28.548998,3937600,,
2012-04-01,40.680000,41.490002,38.689999,40.150002,28.073532,3004400,,
2012-05-01,40.049999,40.509998,35.259998,35.689999,24.955023,3724700,,
2012-06-01,35.080002,37.770000,34.759998,37.189999,26.003847,6199300,,
2012-07-01,37.230000,37.849998,35.310001,37.290001,26.564505,3796600,,
2012-08-01,37.560001,39.230000,36.560001,38.060001,27.113028,6323700,,
2012-09-01,38.070000,41.169998,37.660000,39.389999,28.060486,5634300,,
2012-10-01,39.919998,40.639999,38.299999,39.639999,28.238583,8807700,,
2012-11-01,39.849998,40.740002,38.200001,40.590000,28.915337,3706600,,
2012-12-01,40.759998,42.070000,40.560001,41.880001,29.834299,6675300,,
2013-01-01,42.639999,43.410000,41.810001,43.060001,30.674904,8087300,,
2013-02-01,43.299999,43.540001,41.790001,42.549999,30.311588,4612800,,
2013-03-01,42.380001,43.480000,42.160000,42.860001,30.532434,3352000,,
2013-04-01,42.639999,44.380001,41.799999,44.360001,31.600998,5681400,,
2013-05-01,44.419998,45.720001,42.959999,43.000000,30.632160,7126400,,
2013-06-01,43.060001,43.509998,39.730000,40.709999,29.000814,7613000,,
2013-07-01,41.049999,43.450001,40.380001,42.560001,30.838346,10523200,,
2013-08-01,42.990002,43.799999,41.810001,41.880001,30.345629,9194300,,
2013-09-01,42.759998,46.150002,42.299999,44.820000,32.475914,5565600,,
2013-10-01,44.799999,47.200001,44.259998,46.400002,33.620758,7508300,,
2013-11-01,46.250000,46.880001,45.209999,46.490002,33.685963,6795200,,
2013-12-01,46.369999,46.779999,44.389999,46.669998,33.816391,10517100,,
2014-01-01,46.150002,46.240002,43.509998,43.840000,32.169266,11970600,,
2014-02-01,43.849998,46.580002,42.950001,46.330002,33.996403,9273200,,
2014-03-01,45.639999,46.889999,44.680000,46.570000,34.172501,7198300,,
2014-04-01,46.770000,47.360001,45.779999,47.349998,34.744865,5001700,,
2014-05-01,47.330002,48.320000,47.009998,48.150002,35.331898,8570400,,
2014-06-01,48.340000,49.250000,47.619999,48.020000,35.236504,5286200,,
2014-07-01,48.200001,48.740002,47.270000,47.279999,35.352226,6518400,,
2014-08-01,47.099998,48.060001,46.169998,47.779999,35.726086,5164000,,
2014-09-01,47.889999,48.340000,45.330002,45.480000,34.006340,6565000,,
2014-10-01,45.230000,45.380001,41.869999,45.380001,33.931564,13371000,,
2014-11-01,45.150002,45.880001,44.380001,45.340000,33.901646,6771000,,
2014-12-01,45.169998,45.270000,42.000000,43.020000,32.166943,24025100,,
2015-01-01,43.169998,43.869999,41.240002,42.869999,32.405750,17805100,,
2015-02-01,43.189999,45.509998,43.090000,45.250000,34.204815,8828200,,
2015-03-01,45.200001,45.689999,43.220001,44.700001,33.789062,9449500,,
2015-04-01,44.959999,47.889999,44.790001,46.840000,35.406708,7969700,,
2015-05-01,47.009998,47.759998,46.150002,46.310001,35.006077,8056500,,
2015-06-01,46.340000,46.740002,44.070000,44.180000,33.396000,10794100,,
2015-07-01,44.639999,44.950001,42.279999,44.080002,33.822151,11370200,,
2015-08-01,43.930000,44.450001,37.950001,40.799999,31.305435,14890200,,
2015-09-01,39.639999,41.570000,38.009998,39.049999,29.962673,19828300,,
2015-10-01,39.279999,42.540001,38.849998,41.610001,31.926945,18678600,,
2015-11-01,41.779999,42.299999,40.180000,41.070000,31.512600,26761300,,
2015-12-01,41.360001,41.560001,38.790001,39.610001,30.392363,54718500,,
2016-01-01,38.860001,38.860001,34.470001,37.410000,28.930660,40472600,,
2016-02-01,37.009998,37.410000,34.540001,36.490002,28.219181,30890500,,
2016-03-01,37.169998,40.029999,37.029999,39.480000,30.531469,18469500,,
2016-04-01,38.709999,41.400002,38.119999,40.480000,31.304804,14584700,,
2016-05-01,40.720001,40.779999,38.799999,39.990002,30.925873,14074000,,
2016-06-01,39.779999,41.270000,36.360001,38.959999,30.129332,15882400,,
2016-07-01,39.049999,40.630001,37.750000,40.580002,31.959255,13274700,,
2016-08-01,40.560001,41.689999,39.810001,40.869999,32.187645,12039200,,
2016-09-01,41.000000,42.259998,40.270000,41.480000,32.668056,10253200,,
2016-10-01,41.410000,41.660000,40.099998,40.750000,32.093140,11217700,,
2016-11-01,40.889999,40.889999,39.349998,39.919998,31.439453,18846900,,
2016-12-01,39.950001,41.470001,39.660000,40.270000,31.715109,27718800,,
2017-01-01,40.500000,42.230000,40.400002,41.810001,33.247402,24857100,,
2017-02-01,42.020000,43.020000,41.759998,42.290001,33.629093,12034000,,
2017-03-01,42.610001,43.950001,42.139999,43.619999,34.686714,13004300,,
2017-04-01,43.639999,44.770000,43.060001,44.560001,35.434212,12493900,,
2017-05-01,44.759998,46.250000,44.650002,45.930000,36.523640,9327000,,
2017-06-01,46.150002,46.680000,45.200001,45.590000,36.253262,7943700,,
2017-07-01,45.570000,47.340000,45.169998,47.189999,38.076218,8189700,,
2017-08-01,47.529999,47.580002,46.320000,47.389999,38.237587,9624500,,
2017-09-01,47.580002,48.709999,47.000000,48.349998,39.012188,8100200,,
2017-10-01,48.209999,49.419998,48.200001,49.279999,39.762573,8795300,,
2017-11-01,49.549999,50.130001,48.480000,49.490002,39.932026,12875600,,
2017-12-01,49.330002,50.160000,48.830002,49.950001,40.303181,11822300,,
2018-01-01,50.310001,53.740002,50.240002,52.680000,42.959499,14498200,,
2018-02-01,52.529999,52.820000,47.500000,50.020000,40.790318,12175900,,
2018-03-01,49.900002,51.040001,48.549999,49.689999,40.521214,12070300,,
2018-04-01,49.599998,50.799999,48.599998,49.970001,40.749546,21016300,,
2018-05-01,49.930000,50.959999,48.410000,49.040001,39.991150,10200700,,
2018-06-01,49.360001,50.070000,46.500000,47.250000,38.531445,10904500,,
2018-07-01,46.630001,48.810001,46.480000,48.599998,40.234531,8351000,,
2018-08-01,48.520000,48.549999,45.770000,47.480000,39.307327,12856200,,
2018-09-01,46.840000,48.430000,45.779999,47.689999,39.481178,15211700,,
2018-10-01,47.919998,47.990002,42.560001,43.889999,36.335270,28133300,,
2018-11-01,44.320000,45.610001,43.200001,44.520000,36.856823,47330700,,
2018-12-01,45.270000,45.299999,40.509998,41.959999,34.737480,113993600,,
2019-01-01,41.320000,45.240002,41.270000,45.119999,37.691486,85806200,,
2019-02-01,45.070000,46.389999,44.290001,45.830002,38.284595,44324800,,
2019-03-01,46.119999,47.110001,44.900002,46.270000,38.652153,35682500,,
2019-04-01,46.770000,47.869999,46.660000,47.570000,39.738125,16499100,,
2019-05-01,47.599998,47.759998,44.610001,44.900002,37.507713,17272000,,
2019-06-01,45.080002,46.990002,44.990002,46.759998,39.061478,34566900,,
2019-07-01,47.299999,47.380001,45.590000,45.950001,39.052414,36309200,,
2019-08-01,45.970001,46.340000,43.439999,44.849998,38.117538,40429600,,
2019-09-01,44.529999,46.900002,44.500000,46.049999,39.137398,21314800,,
2019-10-01,45.959999,47.700001,44.720001,47.470001,40.344242,28730500,,
2019-11-01,47.860001,48.610001,47.680000,47.939999,40.743690,27039900,,
2019-12-01,47.930000,49.480000,47.169998,49.119999,41.746567,34528200,,
2020-01-01,49.500000,50.029999,47.209999,47.439999,40.979546,34841600,,
2020-02-01,47.520000,49.369999,43.139999,44.279999,38.249878,38757100,,
2020-03-01,44.369999,45.799999,32.400002,37.650002,32.522766,74159800,,
2020-04-01,36.430000,41.040001,35.779999,40.049999,34.595924,66919200,,
2020-05-01,39.349998,42.290001,38.389999,41.889999,36.185356,52644300,,
2020-06-01,42.290001,45.470001,41.840000,43.240002,37.351509,43482500,,
2020-07-01,43.279999,46.369999,43.250000,44.980000,39.312630,31393900,,
2020-08-01,45.360001,47.509998,45.250000,46.849998,40.947006,16452700,,
2020-09-01,47.000000,47.580002,44.709999,45.990002,40.195370,24329700,,
2020-10-01,46.320000,47.950001,44.730000,45.049999,39.373806,38243800,,
2020-11-01,45.529999,51.880001,45.299999,50.730000,44.338139,31866200,,
2020-12-01,51.490002,53.580002,51.380001,53.040001,46.357086,25152400,,
2021-01-01,54.009998,55.820000,52.950001,53.189999,46.928417,29361500,,
2021-02-01,53.990002,57.270000,53.759998,54.240002,47.854813,19776900,,
2021-03-01,55.119999,56.299999,53.869999,55.180000,48.684155,44271700,,
2021-04-01,55.680000,57.650002,55.619999,56.590000,49.928169,24801000,,
2021-05-01,56.820000,58.520000,55.709999,58.340000,51.472160,28444100,,
2021-06-01,59.099998,59.189999,56.919998,57.509998,50.739861,25458300,,
2021-07-01,57.560001,57.630001,55.330002,56.560001,50.430428,29959600,,
2021-08-01,57.029999,57.639999,55.369999,57.380001,51.161568,19591000,,
2021-09-01,57.799999,58.560001,55.200001,55.410000,49.405060,31482600,,
2021-10-01,55.450001,57.779999,54.330002,57.070000,50.885155,43976500,,
2021-11-01,57.270000,58.080002,54.200001,54.680000,48.754166,27791000,,
2021-12-01,55.389999,56.470001,53.599998,55.599998,49.574463,60539600,,
2022-01-01,55.880001,56.790001,52.279999,54.180000,49.098148,77540700,,
2022-02-01,54.430000,55.680000,50.560001,52.369999,47.457912,67354600,,
2022-03-01,52.189999,53.389999,48.049999,52.270000,47.367294,73155200,,
2022-04-01,52.709999,53.230000,48.139999,48.770000,44.195583,61496600,,
2022-05-01,48.630001,50.020000,45.599998,49.650002,44.993042,83125600,,
2022-06-01,49.950001,50.189999,44.070000,45.000000,40.779190,71674800,,
2022-07-01,44.450001,46.520000,42.759998,46.520000,42.882908,46930000,,
2022-08-01,46.299999,47.419998,44.270000,44.270000,40.808819,46767600,,
2022-09-01,43.750000,45.349998,39.650002,40.009998,36.881886,61764900,,
2022-10-01,40.349998,42.410000,38.810001,41.419998,38.181637,69122800,,
2022-11-01,42.320000,47.119999,40.799999,46.959999,43.288506,63032200,,
2022-12-01,47.389999,47.470001,45.090000,45.500000,41.942654,56672000,,
2023-01-01,45.950001,50.070000,45.669998,49.560001,46.062176,44445300,,
2023-02-01,49.590000,50.209999,47.049999,47.320000,43.980270,29894500,,
2023-03-01,47.950001,48.860001,45.250000,48.770000,45.327930,37530600,,
2023-04-01,48.849998,50.040001,48.610001,49.680000,46.173706,24595500,,
2023-05-01,49.709999,50.119999,47.520000,47.820000,44.444981,25828700,,
2023-06-01,48.060001,50.369999,48.029999,49.220001,45.746174,27021400,,
2023-07-01,49.349998,51.299999,47.779999,51.150002,48.318436,31523500,,
2023-08-01,50.700001,50.790001,47.320000,48.720001,46.022957,24471600,,
2023-09-01,49.220001,49.290001,46.520000,47.009998,44.407619,20718500,,
2023-10-01,46.790001,47.660000,44.889999,45.540001,43.018997,32864100,,
2023-11-01,45.599998,49.470001,45.560001,49.310001,46.580299,42288900,,
2023-12-01,49.189999,51.270000,49.000000,51.040001,48.214527,37542400,,
2024-01-01,50.290001,50.770000,48.680000,50.160000,48.056023,37824200,,
2024-02-01,50.349998,52.099998,49.779999,51.680000,49.512268,22301100,,
2024-03-01,51.950001,53.590000,51.799999,53.389999,51.150539,19529400,,
2024-04-01,53.410000,53.740002,51.000000,52.090000,49.905071,30365800,,
2024-05-01,52.119999,55.209999,51.919998,54.150002,51.878662,21291500,,
2024-06-01,54.540001,54.860001,52.400002,53.130001,50.901447,17567800,,
2024-07-01,53.360001,55.570000,52.730000,54.279999,52.764618,18177600,,
2024-08-01,53.820000,55.970001,49.840000,55.750000,54.193581,16682900,,
2024-09-01,55.669998,57.959999,53.490002,57.220001,55.622543,12720100,,
2024-10-01,57.330002,57.369999,54.160000,54.560001,53.036808,23382500,,
2024-11-01,55.009998,55.779999,53.200001,54.410000,52.890991,19743000,,
2024-12-01,54.509998,55.799999,51.630001,52.160000,50.703804,34812400,,
2025-01-01,52.220001,54.790001,51.080002,53.980000,53.223404,27996400,,
2025-02-01,53.090000,56.590000,52.980000,55.320000,54.544624,24249600,,
2025-03-01,56.130001,57.619999,54.759998,55.450001,54.672802,37379700,,
2025-04-01,55.480000,57.099998,48.990002,56.950001,56.151779,43391400,,
2025-05-01,57.180000,60.090000,56.770000,59.480000,58.646317,26938700,,
2025-06-01,59.720001,61.279999,58.470001,60.939999,60.085850,21065200,,
2025-07-01,60.889999,62.630001,60.160000,60.259998,60.259998,18721200,,
2025-08-01,60.099998,63.770000,59.669998,62.740002,62.740002,14882200,,
2025-09-01,62.000000,65.260002,61.889999,65.010002,65.010002,25084100,,
2025-10-01,65.370003,67.449997,63.919998,66.349998,66.349998,21689300,,
