date,close,div,split
1999-01-01,15.155738,,
1999-02-01,15.292189,,
1999-03-01,15.555344,,
1999-04-01,17.961275,,
1999-05-01,17.609095,,
1999-06-01,18.665640,,
1999-07-01,18.003763,,
1999-08-01,18.150690,,
1999-09-01,18.023365,,
1999-10-01,17.664549,,
1999-11-01,17.272007,,
1999-12-01,18.596830,,
2000-01-01,17.143383,,
2000-02-01,16.197542,,
2000-03-01,18.414347,,
2000-04-01,18.718904,,
2000-05-01,18.639925,,
2000-06-01,17.869837,,
2000-07-01,18.183804,,
2000-08-01,19.984375,,
2000-09-01,19.351204,,
2000-10-01,19.840479,,
2000-11-01,19.165897,,
2000-12-01,19.840479,,
2001-01-01,19.999571,,
2001-02-01,18.801006,,
2001-03-01,16.952145,,
2001-04-01,18.944075,,
2001-05-01,19.736876,,
2001-06-01,18.477348,,
2001-07-01,18.478937,,
2001-08-01,17.844603,,
2001-09-01,15.166306,,
2001-10-01,15.500265,,
2001-11-01,17.050947,,
2001-12-01,17.823059,,
2002-01-01,16.697052,,
2002-02-01,17.115280,,
2002-03-01,17.527082,,
2002-04-01,16.365131,,
2002-05-01,16.436119,,
2002-06-01,15.390717,,
2002-07-01,14.554785,,
2002-08-01,14.328383,,
2002-09-01,12.627083,,
2002-10-01,13.298264,,
2002-11-01,13.993045,,
2002-12-01,13.369680,,
2003-01-01,12.718668,,
2003-02-01,12.522798,,
2003-03-01,12.607669,,
2003-04-01,14.025655,,
2003-05-01,14.405791,,
2003-06-01,14.674502,,
2003-07-01,15.192739,,
2003-08-01,15.783891,,
2003-09-01,15.297830,,
2003-10-01,16.301355,,
2003-11-01,16.624355,,
2003-12-01,17.639482,,
2004-01-01,17.904989,,
2004-02-01,17.772512,,
2004-03-01,17.494295,,
2004-04-01,17.548470,,
2004-05-01,17.980518,,
2004-06-01,19.050718,,
2004-07-01,18.557487,,
2004-08-01,18.570822,,
2004-09-01,18.903860,,
2004-10-01,19.163877,,
2004-11-01,20.367050,,
2004-12-01,20.768116,,
2005-01-01,20.288319,,
2005-02-01,20.523447,,
2005-03-01,20.442833,,
2005-04-01,19.766130,,
2005-05-01,20.393099,,
2005-06-01,19.806591,,
2005-07-01,20.612846,,
2005-08-01,20.126247,,
2005-09-01,20.383055,,
2005-10-01,20.171751,,
2005-11-01,21.345552,,
2005-12-01,21.318405,,
2006-01-01,21.507938,,
2006-02-01,22.176863,,
2006-03-01,23.071035,,
2006-04-01,23.657875,,
2006-05-01,23.253649,,
2006-06-01,23.164574,,
2006-07-01,21.904924,,
2006-08-01,22.152205,,
2006-09-01,22.900925,,
2006-10-01,23.646397,,
2006-11-01,24.225834,,
2006-12-01,24.149952,,
2007-01-01,24.852810,,
2007-02-01,24.574656,,
2007-03-01,24.720676,,
2007-04-01,25.924034,,
2007-05-01,27.269018,,
2007-06-01,27.206287,,
2007-07-01,27.534899,,
2007-08-01,27.541870,,
2007-09-01,28.701679,,
2007-10-01,28.474602,,
2007-11-01,27.667065,,
2007-12-01,27.498528,,
2008-01-01,26.106102,,
2008-02-01,25.576929,,
2008-03-01,26.388327,,
2008-04-01,27.285112,,
2008-05-01,27.526066,,
2008-06-01,24.103029,,
2008-07-01,24.408163,,
2008-08-01,25.077475,,
2008-09-01,21.930319,,
2008-10-01,18.026730,,
2008-11-01,16.544794,,
2008-12-01,16.766727,,
2009-01-01,14.898366,,
2009-02-01,12.361091,,
2009-03-01,13.322507,,
2009-04-01,15.881383,,
2009-05-01,16.414171,,
2009-06-01,16.027351,,
2009-07-01,17.545090,,
2009-08-01,18.382677,,
2009-09-01,19.352505,,
2009-10-01,18.679539,,
2009-11-01,20.319262,,
2009-12-01,20.526081,,
2010-01-01,20.354635,,
2010-02-01,21.440008,,
2010-03-01,23.224209,,
2010-04-01,24.295906,,
2010-05-01,22.080414,,
2010-06-01,20.461676,,
2010-07-01,22.706284,,
2010-08-01,21.132055,,
2010-09-01,23.448404,,
2010-10-01,24.246012,,
2010-11-01,24.569996,,
2010-12-01,26.272789,,
2011-01-01,27.444523,,
2011-02-01,28.027647,,
2011-03-01,28.527466,,
2011-04-01,29.436207,,
2011-05-01,28.622345,,
2011-06-01,28.325703,,
2011-07-01,26.509289,,
2011-08-01,24.766462,,
2011-09-01,22.335678,,
2011-10-01,25.689135,,
2011-11-01,26.050398,,
2011-12-01,25.942804,,
2012-01-01,28.027994,,
2012-02-01,28.809561,,
2012-03-01,28.956573,,
2012-04-01,28.772829,,
2012-05-01,26.953646,,
2012-06-01,27.731068,,
2012-07-01,27.971663,,
2012-08-01,28.401283,,
2012-09-01,28.534067,,
2012-10-01,28.687305,,
2012-11-01,29.190454,,
2012-12-01,29.795801,,
2013-01-01,31.740793,,
2013-02-01,32.445610,,
2013-03-01,33.071255,,
2013-04-01,32.968216,,
2013-05-01,34.622578,,
2013-06-01,33.914696,,
2013-07-01,36.102562,,
2013-08-01,35.207203,,
2013-09-01,37.101868,,
2013-10-01,39.047680,,
2013-11-01,40.477219,,
2013-12-01,41.971035,,
2014-01-01,40.384720,,
2014-02-01,42.023346,,
2014-03-01,42.241306,,
2014-04-01,42.992836,,
2014-05-01,43.819790,,
2014-06-01,43.827908,,
2014-07-01,42.211712,,
2014-08-01,43.995293,,
2014-09-01,43.286743,,
2014-10-01,45.176575,,
2014-11-01,46.567619,,
2014-12-01,46.297600,,
2015-01-01,44.903606,,
2015-02-01,47.306370,,
2015-03-01,45.891052,,
2015-04-01,45.986202,,
2015-05-01,46.134995,,
2015-06-01,44.688370,,
2015-07-01,45.043175,,
