date,close,div,split
1993-02-01,24.572426,,
1993-03-01,25.004734,,
1993-04-01,24.479980,,
1993-05-01,25.140211,,
1993-06-01,25.053322,,
1993-07-01,25.108404,,
1993-08-01,26.070749,,
1993-09-01,25.720789,,
1993-10-01,26.391645,,
1993-11-01,26.109941,,
1993-12-01,26.250805,,
1994-01-01,27.352285,,
1994-02-01,26.554594,,
1994-03-01,25.295996,,
1994-04-01,25.727165,,
1994-05-01,26.137239,,
1994-06-01,25.370588,,
1994-07-01,26.363880,,
1994-08-01,27.368893,,
1994-09-01,26.516434,,
1994-10-01,27.436056,,
1994-11-01,26.343660,,
1994-12-01,26.325609,,
1995-01-01,27.427296,,
1995-02-01,28.546608,,
1995-03-01,29.183598,,
1995-04-01,30.210732,,
1995-05-01,31.409285,,
1995-06-01,31.857605,,
1995-07-01,33.075413,,
1995-08-01,33.222652,,
1995-09-01,34.446663,,
1995-10-01,34.528748,,
1995-11-01,36.064598,,
1995-12-01,36.406933,,
1996-01-01,37.935299,,
1996-02-01,38.056313,,
1996-03-01,38.540390,,
1996-04-01,39.132336,,
1996-05-01,40.020672,,
1996-06-01,40.160896,,
1996-07-01,38.559475,,
1996-08-01,39.302097,,
1996-09-01,41.285534,,
1996-10-01,42.839699,,
1996-11-01,45.967159,,
1996-12-01,44.653805,,
1997-01-01,47.645790,,
1997-02-01,48.101559,,
1997-03-01,45.803783,,
1997-04-01,48.857635,,
1997-05-01,51.945812,,
1997-06-01,53.871128,,
1997-07-01,58.367561,,
1997-08-01,55.343899,,
1997-09-01,57.793438,,
1997-10-01,56.584114,,
1997-11-01,58.773727,,
1997-12-01,59.657242,,
1998-01-01,60.665981,,
1998-02-01,64.869820,,
1998-03-01,67.839462,,
1998-04-01,68.904671,,
1998-05-01,67.473549,,
1998-06-01,70.122986,,
1998-07-01,69.395523,,
1998-08-01,59.598278,,
1998-09-01,63.167957,,
1998-10-01,68.530869,,
1998-11-01,72.346825,,
1998-12-01,76.824699,,
1999-01-01,79.795097,,
1999-02-01,77.236183,,
1999-03-01,80.244331,,
1999-04-01,83.493622,,
1999-05-01,81.584450,,
1999-06-01,85.843330,,
1999-07-01,83.431427,,
1999-08-01,82.999374,,
1999-09-01,80.917519,,
1999-10-01,86.344994,,
1999-11-01,87.782799,,
1999-12-01,92.568779,,
2000-01-01,88.175903,,
2000-02-01,86.833359,,
2000-03-01,95.007271,,
2000-04-01,91.903595,,
2000-05-01,90.458611,,
2000-06-01,92.022308,,
2000-07-01,90.790634,,
2000-08-01,96.723015,,
2000-09-01,91.187477,,
2000-10-01,90.988869,,
2000-11-01,84.196281,,
2000-12-01,83.500137,,
2001-01-01,87.479973,,
2001-02-01,79.135498,,
2001-03-01,74.500351,,
